SIMULATION PARAMETERS:
n = 18
m = 32
p = 3
resource_noise_scale = 0.41666666
q = 0.0
E_C = 0.0
P_HF = 0.5
R_t = 0.0
SIMULATION DATA:
t	NATION 0 S	NATION 0 R	NATION 0 A_BAR	NATION 0 ACTION	NATION 1 S	NATION 1 R	NATION 1 A_BAR	NATION 1 ACTION	NATION 2 S	NATION 2 R	NATION 2 A_BAR	NATION 2 ACTION	
1246	507	115.66874	7.4604745	Contest	72	14.0683	6.191781	Abandon	0	2.926588E-5	1.0	Abandon	
1247	506	115.26905	7.457594	Contest	73	14.467987	6.2222223	Contest	0	2.926588E-5	1.0	Abandon	
1248	506	115.26905	7.4604745	Contest	72	14.0683	6.191781	Abandon	0	2.926588E-5	1.0	Abandon	
1249	507	115.66874	7.4604745	Contest	72	14.0683	6.2222223	Contest	0	2.926588E-5	1.0	Abandon	
1250	506	115.26905	7.457594	Contest	73	14.467987	6.2222223	Contest	0	2.926588E-5	1.0	Abandon	
1251	507	115.66874	7.4604745	Contest	72	13.668613	6.191781	Abandon	0	2.926588E-5	1.0	Abandon	
1252	507	115.66874	7.457594	Contest	72	13.668613	6.2222223	Contest	0	2.926588E-5	1.0	Abandon	
1253	508	115.91349	7.457594	Contest	71	13.4238615	6.2222223	Contest	0	2.926588E-5	1.0	Abandon	
1254	509	116.14465	7.4507875	Contest	69	13.094221	6.2253523	Abandon	0	2.926588E-5	1.0	Abandon	
1255	509	116.14465	7.4518666	Contest	70	13.192699	6.2028985	Colonize	0	2.926588E-5	1.0	Abandon	
1256	510	116.36695	7.4518666	Contest	69	12.970406	6.2	Contest	0	2.926588E-5	1.0	Abandon	
1257	510	116.36695	7.452941	Contest	68	12.871927	6.173913	Abandon	0	2.926588E-5	1.0	Abandon	
1258	510	116.36695	7.452941	Contest	69	12.970406	6.1764708	Colonize	0	2.926588E-5	1.0	Abandon	
1259	511	116.604805	7.452941	Contest	68	12.73255	6.173913	Contest	0	2.926588E-5	1.0	Abandon	
1260	511	116.604805	7.454012	Contest	68	12.73255	6.147059	Contest	0	2.926588E-5	1.0	Abandon	
1261	511	116.604805	7.454012	Contest	68	12.73255	6.147059	Contest	0	2.926588E-5	1.0	Abandon	
1262	512	116.81443	7.454012	Contest	67	12.522928	6.147059	Contest	0	2.926588E-5	1.0	Abandon	
1263	513	116.99022	7.455078	Contest	66	12.347138	6.119403	Contest	0	2.926588E-5	1.0	Abandon	
1264	514	117.18546	7.4561405	Contest	65	12.151896	6.090909	Contest	0	2.926588E-5	1.0	Abandon	
1265	515	117.29107	7.4571986	Contest	64	12.0462885	6.0615387	Contest	0	2.926588E-5	1.0	Abandon	
1266	515	117.29107	7.4582524	Contest	64	12.0462885	6.03125	Contest	0	2.926588E-5	1.0	Abandon	
1267	516	117.41241	7.4582524	Contest	63	11.924953	6.03125	Contest	0	2.926588E-5	1.0	Abandon	
1268	516	117.41241	7.4593024	Contest	63	11.924953	6.0	Contest	0	2.926588E-5	1.0	Abandon	
1269	517	117.597916	7.4593024	Contest	62	11.739446	6.0	Contest	0	2.926588E-5	1.0	Abandon	
1270	518	117.78902	7.460348	Contest	61	11.548346	5.967742	Contest	0	2.926588E-5	1.0	Abandon	
1271	519	117.96192	7.46139	Contest	60	11.3754425	5.9344263	Contest	0	2.926588E-5	1.0	Abandon	
1272	520	118.15979	7.4624276	Contest	59	11.177571	5.9	Contest	0	2.926588E-5	1.0	Abandon	
1273	520	118.15979	7.4634614	Contest	59	11.177571	5.8644066	Contest	0	2.926588E-5	1.0	Abandon	
1274	520	118.15979	7.4634614	Contest	59	11.177571	5.8644066	Contest	0	2.926588E-5	1.0	Abandon	
1275	520	118.15979	7.4634614	Contest	59	11.177571	5.8644066	Contest	0	2.926588E-5	1.0	Abandon	
1276	520	118.15979	7.4634614	Contest	59	11.177571	5.8644066	Contest	0	2.926588E-5	1.0	Abandon	
1277	520	118.15979	7.4634614	Contest	59	11.177571	5.8644066	Contest	0	2.926588E-5	1.0	Abandon	
1278	520	118.15979	7.4634614	Contest	59	11.177571	5.8644066	Contest	0	2.926588E-5	1.0	Abandon	
1279	520	118.15979	7.4634614	Contest	59	11.177571	5.8644066	Contest	0	2.926588E-5	1.0	Abandon	
1280	520	118.15979	7.4634614	Contest	59	11.177571	5.8644066	Contest	0	2.926588E-5	1.0	Abandon	
1281	521	118.3385	7.4634614	Contest	58	10.998859	5.8644066	Contest	0	2.926588E-5	1.0	Abandon	
1282	522	118.50642	7.4644914	Contest	57	10.830943	5.827586	Contest	0	2.926588E-5	1.0	Abandon	
1283	523	118.65772	7.465517	Contest	56	10.679636	5.7894735	Contest	0	2.926588E-5	1.0	Abandon	
1284	523	118.65772	7.4665394	Contest	56	10.679636	5.75	Contest	0	2.926588E-5	1.0	Abandon	
1285	524	118.81866	7.4665394	Contest	55	10.5187	5.75	Contest	0	2.926588E-5	1.0	Abandon	
1286	524	118.81866	7.4675574	Contest	54	10.283779	5.7090907	Abandon	0	2.926588E-5	1.0	Abandon	
1287	525	119.05358	7.4675574	Contest	54	10.283779	5.740741	Contest	0	2.926588E-5	1.0	Abandon	
1288	526	119.34375	7.4647617	Contest	53	9.993612	5.740741	Contest	0	2.926588E-5	1.0	Abandon	
1289	527	119.52392	7.4581747	Contest	52	9.813444	5.735849	Contest	0	2.926588E-5	1.0	Abandon	
1290	527	119.52392	7.4592032	Contest	52	9.813444	5.6923075	Contest	0	2.926588E-5	1.0	Abandon	
1291	528	119.68784	7.4592032	Contest	51	9.649519	5.6923075	Contest	0	2.926588E-5	1.0	Abandon	
1292	529	119.90933	7.4602275	Contest	50	9.428032	5.647059	Contest	0	2.926588E-5	1.0	Abandon	
1293	530	120.13671	7.4612474	Contest	49	9.200653	5.6	Contest	0	2.926588E-5	1.0	Abandon	
1294	530	120.13671	7.462264	Contest	49	9.200653	5.5510206	Contest	0	2.926588E-5	1.0	Abandon	
1295	530	120.13671	7.462264	Contest	49	9.200653	5.5510206	Contest	0	2.926588E-5	1.0	Abandon	
1296	530	120.13671	7.462264	Contest	49	9.200653	5.5510206	Contest	0	2.926588E-5	1.0	Abandon	
1297	531	120.42097	7.462264	Contest	48	8.916401	5.5510206	Contest	0	2.926588E-5	1.0	Abandon	
1298	531	120.42097	7.463277	Contest	48	8.916401	5.5	Contest	0	2.926588E-5	1.0	Abandon	
1299	531	120.42097	7.463277	Contest	48	8.916401	5.5	Contest	0	2.926588E-5	1.0	Abandon	
1300	532	120.69795	7.463277	Contest	47	8.639412	5.5	Contest	0	2.926588E-5	1.0	Abandon	
1301	532	120.69795	7.464286	Contest	47	8.639412	5.4468083	Contest	0	2.926588E-5	1.0	Abandon	
1302	532	120.69795	7.464286	Contest	47	8.639412	5.4468083	Contest	0	2.926588E-5	1.0	Abandon	
1303	533	120.84901	7.464286	Contest	46	8.488354	5.4468083	Contest	0	2.926588E-5	1.0	Abandon	
1304	533	120.84901	7.465291	Contest	46	8.488354	5.3913045	Contest	0	2.926588E-5	1.0	Abandon	
1305	534	120.98422	7.465291	Contest	45	8.353138	5.3913045	Contest	0	2.926588E-5	1.0	Abandon	
1306	534	120.98422	7.466292	Contest	45	8.353138	5.3333335	Contest	0	2.926588E-5	1.0	Abandon	
1307	535	121.16711	7.466292	Contest	44	8.170252	5.3333335	Contest	0	2.926588E-5	1.0	Abandon	
1308	535	121.16711	7.46729	Contest	44	8.170252	5.2727275	Contest	0	2.926588E-5	1.0	Abandon	
1309	535	121.16711	7.46729	Contest	44	8.170252	5.2727275	Contest	0	2.926588E-5	1.0	Abandon	
1310	536	121.3903	7.46729	Contest	43	7.947059	5.2727275	Contest	0	2.926588E-5	1.0	Abandon	
1311	536	121.3903	7.4682837	Contest	43	7.947059	5.2093024	Contest	0	2.926588E-5	1.0	Abandon	
1312	536	121.3903	7.4682837	Contest	43	7.947059	5.2093024	Contest	0	2.926588E-5	1.0	Abandon	
1313	536	121.3903	7.4682837	Contest	43	7.947059	5.2093024	Contest	0	2.926588E-5	1.0	Abandon	
1314	536	121.3903	7.4682837	Contest	43	7.947059	5.2093024	Contest	0	2.926588E-5	1.0	Abandon	
1315	537	121.59703	7.4682837	Contest	42	7.740327	5.2093024	Contest	0	2.926588E-5	1.0	Abandon	
1316	538	121.88603	7.4692736	Contest	41	7.451324	5.142857	Contest	0	2.926588E-5	1.0	Abandon	
1317	539	122.03486	7.4665427	Contest	40	7.3024993	5.02439	Contest	0	2.926588E-5	1.0	Abandon	
1318	539	122.03486	7.471243	Contest	40	7.3024993	5.0	Contest	0	2.926588E-5	1.0	Abandon	
1319	540	122.195564	7.471243	Contest	39	7.141791	5.0	Contest	0	2.926588E-5	1.0	Abandon	
1320	541	122.401535	7.4722223	Contest	38	6.9358177	4.923077	Contest	0	2.926588E-5	1.0	Abandon	
1321	542	122.553444	7.473198	Contest	37	6.7839055	4.8421054	Contest	0	2.926588E-5	1.0	Abandon	
1322	542	122.553444	7.4741697	Contest	36	6.657381	4.756757	Abandon	0	2.926588E-5	1.0	Abandon	
1323	543	122.67997	7.4741697	Contest	36	6.657381	4.7777777	Contest	0	2.926588E-5	1.0	Abandon	
1324	544	123.04695	7.471455	Contest	35	6.2903967	4.7777777	Contest	0	2.926588E-5	1.0	Abandon	
1325	545	123.380295	7.46875	Contest	34	5.9570556	4.6285715	Contest	0	2.926588E-5	1.0	Abandon	
1326	546	123.64946	7.4697247	Contest	33	5.6878905	4.529412	Contest	0	2.926588E-5	1.0	Abandon	
1327	547	124.14065	7.470696	Contest	31	4.7892327	4.4242425	Abandon	0	2.926588E-5	1.0	Abandon	
1328	548	124.54812	7.464351	Contest	30	4.5227165	4.451613	Abandon	0	2.926588E-5	1.0	Abandon	
1329	549	124.81464	7.4653287	Contest	30	4.5227165	4.4666667	Contest	0	2.926588E-5	1.0	Abandon	
1330	550	125.17869	7.4626594	Contest	29	4.1586657	4.4666667	Contest	0	2.926588E-5	1.0	Abandon	
1331	550	125.17869	7.4563637	Contest	28	3.9742434	4.413793	Abandon	0	2.926588E-5	1.0	Abandon	
1332	551	125.36311	7.4563637	Contest	28	3.9742434	4.428571	Contest	0	2.926588E-5	1.0	Abandon	
1333	551	125.36311	7.4646096	Contest	28	3.9742434	4.428571	Contest	0	2.926588E-5	1.0	Abandon	
1334	551	125.36311	7.4646096	Contest	28	3.9742434	4.428571	Contest	0	2.926588E-5	1.0	Abandon	
1335	552	125.6891	7.4646096	Contest	27	3.648258	4.428571	Contest	0	2.926588E-5	1.0	Abandon	
1336	552	125.6891	7.4583335	Contest	26	3.508363	4.3703704	Abandon	0	2.926588E-5	1.0	Abandon	
1337	553	125.828995	7.4583335	Contest	26	3.508363	4.3846154	Contest	0	2.926588E-5	1.0	Abandon	
1338	553	125.828995	7.466546	Contest	26	3.508363	4.3846154	Contest	0	2.926588E-5	1.0	Abandon	
1339	553	125.828995	7.466546	Contest	26	3.508363	4.3846154	Contest	0	2.926588E-5	1.0	Abandon	
1340	554	126.07807	7.466546	Contest	25	3.2592833	4.3846154	Contest	0	2.926588E-5	1.0	Abandon	
1341	554	126.07807	7.471119	Contest	24	2.9643486	4.32	Abandon	0	2.926588E-5	1.0	Abandon	
1342	555	126.37301	7.471119	Contest	24	2.9643486	4.3333335	Contest	0	2.926588E-5	1.0	Abandon	
1343	556	126.56866	7.4684687	Contest	23	2.7687032	4.3333335	Contest	0	2.926588E-5	1.0	Abandon	
1344	557	126.84303	7.4730215	Contest	21	2.2692196	4.2608695	Abandon	0	2.926588E-5	1.0	Abandon	
1345	558	127.068146	7.4739676	Contest	20	1.9422123	4.1904764	Abandon	0	2.926588E-5	1.0	Abandon	
1346	559	127.39516	7.4749103	Contest	20	1.9422123	4.2	Contest	0	2.926588E-5	1.0	Abandon	
1347	559	127.39516	7.472272	Contest	20	1.9422123	4.2	Contest	0	2.926588E-5	1.0	Abandon	
1348	559	127.39516	7.472272	Contest	20	1.9422123	4.2	Contest	0	2.926588E-5	1.0	Abandon	
1349	560	127.73776	7.472272	Contest	19	1.59961	4.2	Contest	0	2.926588E-5	1.0	Abandon	
1350	561	128.18056	7.4767857	Contest	18	0.714007	4.105263	Abandon	0	2.926588E-5	1.0	Abandon	
1351	562	128.61382	7.4741535	Contest	17	0.2807454	4.111111	Contest	0	2.926588E-5	1.0	Abandon	
1352	562	128.61382	7.4679713	Contest	16	-0.011367708	4.0	Abandon	0	2.926588E-5	1.0	Abandon	
1353	563	128.90593	7.4679713	Contest	16	0.0	4.0	Contest	0	2.926588E-5	1.0	Abandon	
1354	563	128.90593	7.4760213	Contest	16	0.0	4.0	Contest	0	2.926588E-5	1.0	Abandon	
1355	563	128.90593	7.4760213	Contest	16	0.0	4.0	Contest	0	2.926588E-5	1.0	Abandon	
1356	563	128.90593	7.4760213	Contest	16	0.0	4.0	Contest	0	2.926588E-5	1.0	Abandon	
1357	563	128.90593	7.4760213	Contest	16	0.0	4.0	Contest	0	2.926588E-5	1.0	Abandon	
1358	564	129.30154	7.4760213	Contest	15	-0.39561927	4.0	Contest	0	2.926588E-5	1.0	Abandon	
1359	564	129.30154	7.469858	Contest	14	-0.16800968	3.8666666	Abandon	0	2.926588E-5	1.0	Abandon	
1360	565	129.46956	7.469858	Contest	14	0.0	3.857143	Contest	0	2.926588E-5	1.0	Abandon	
1361	566	129.66919	7.477876	Contest	13	-0.19962357	3.857143	Contest	0	2.926588E-5	1.0	Abandon	
1362	567	129.949	7.482332	Contest	12	-0.5596408	3.6923077	Abandon	0	2.926588E-5	1.0	Abandon	
1363	567	129.949	7.4797177	Contest	12	0.0	3.6666667	Contest	0	2.926588E-5	1.0	Abandon	
1364	568	130.12914	7.4797177	Contest	11	-0.18013735	3.6666667	Contest	0	2.926588E-5	1.0	Abandon	
1365	568	130.12914	7.4841547	Contest	11	0.0	3.4545455	Contest	0	2.926588E-5	1.0	Abandon	
1366	569	130.36578	7.4841547	Contest	10	-0.23664296	3.4545455	Contest	0	2.926588E-5	1.0	Abandon	
1367	569	130.36578	7.4815464	Contest	10	0.0	3.4	Contest	0	2.926588E-5	1.0	Abandon	
1368	570	130.57558	7.4815464	Contest	9	-0.20979439	3.4	Contest	0	2.926588E-5	1.0	Abandon	
1369	570	130.57558	7.485965	Contest	9	0.0	3.1111112	Contest	0	2.926588E-5	1.0	Abandon	
1370	571	130.78105	7.485965	Contest	8	-0.2054765	3.1111112	Contest	0	2.926588E-5	1.0	Abandon	
1371	572	130.91327	7.4833627	Contest	7	-0.13222311	3.0	Contest	0	2.926588E-5	1.0	Abandon	
1372	572	130.91327	7.4877625	Contest	7	0.0	2.5714285	Contest	0	2.926588E-5	1.0	Abandon	
1373	572	130.91327	7.4877625	Contest	7	0.0	2.5714285	Contest	0	2.926588E-5	1.0	Abandon	
1374	572	130.91327	7.4877625	Contest	7	0.0	2.5714285	Contest	0	2.926588E-5	1.0	Abandon	
1375	573	131.12814	7.4877625	Contest	6	-0.21487996	2.5714285	Contest	0	2.926588E-5	1.0	Abandon	
1376	574	131.3085	7.4851656	Contest	5	-0.36072013	2.3333333	Abandon	0	2.926588E-5	1.0	Abandon	
1377	574	131.3085	7.4860625	Contest	4	-0.23928617	2.4	Abandon	0	2.926588E-5	1.0	Abandon	
1378	575	131.54779	7.4860625	Colonize	4	0.0	3.0	Contest	0	2.926588E-5	1.0	Abandon	
1379	575	131.54779	7.483478	Contest	4	0.0	3.0	Contest	0	2.926588E-5	1.0	Abandon	
1380	575	131.54779	7.483478	Contest	4	0.0	3.0	Contest	0	2.926588E-5	1.0	Abandon	
1381	575	131.54779	7.483478	Contest	4	0.0	3.0	Contest	0	2.926588E-5	1.0	Abandon	
1382	575	131.54779	7.483478	Contest	4	0.0	3.0	Contest	0	2.926588E-5	1.0	Abandon	
1383	575	131.54779	7.483478	Contest	4	0.0	3.0	Contest	0	2.926588E-5	1.0	Abandon	
1384	576	131.63866	7.483478	Contest	3	-0.090862945	3.0	Contest	0	2.926588E-5	1.0	Abandon	
1385	577	131.75543	7.4878473	Contest	2	-0.116782814	2.0	Contest	0	2.926588E-5	1.0	Abandon	
1386	578	131.86238	7.4852686	Contest	0	-0.20542595	1.0	Abandon	0	2.926588E-5	1.0	Abandon	
1387	579	131.96086	7.4861593	Colonize	0	-0.20542595	1.0	Abandon	0	2.926588E-5	1.0	Abandon	
1388	579	131.96086	7.4835925	Null	0	-0.20542595	1.0	Abandon	0	2.926588E-5	1.0	Abandon	
1389	579	131.96086	7.4835925	Null	0	-0.20542595	1.0	Abandon	0	2.926588E-5	1.0	Abandon	
1390	579	131.96086	7.4835925	Null	0	-0.20542595	1.0	Abandon	0	2.926588E-5	1.0	Abandon	
1391	579	131.96086	7.4835925	Null	0	-0.20542595	1.0	Abandon	0	2.926588E-5	1.0	Abandon	
1392	579	131.96086	7.4835925	Null	0	-0.20542595	1.0	Abandon	0	2.926588E-5	1.0	Abandon	
1393	579	131.96086	7.4835925	Null	0	-0.20542595	1.0	Abandon	0	2.926588E-5	1.0	Abandon	
1394	579	131.96086	7.4835925	Null	0	-0.20542595	1.0	Abandon	0	2.926588E-5	1.0	Abandon	
1395	579	131.96086	7.4835925	Null	0	-0.20542595	1.0	Abandon	0	2.926588E-5	1.0	Abandon	
1396	579	131.96086	7.4835925	Null	0	-0.20542595	1.0	Abandon	0	2.926588E-5	1.0	Abandon	
1397	579	131.96086	7.4835925	Null	0	-0.20542595	1.0	Abandon	0	2.926588E-5	1.0	Abandon	
